TF,target
ETS1,CTNNB1
ETS1,TRAK1
ETS1,ABHD5
ETS1,ANO10
ETS1,SFMBT1
ETS1,TKT
ETS1,PXK
ETS1,GBE1
ETS1,CMSS1
ETS1,FILIP1L
ETS1,NFKBIZ
ETS1,TMCC1
ETS1,STAG1
ETS1,PLSCR1
ETS1,TBL1XR1
ETS1,RNF168
ETS1,BID
ETS1,PPM1F
ETS1,TOM1
ETS1,HMOX1
ETS1,LGALS1
ETS1,SREBF2
ETS1,PLXNB2
ETS1,SCO2
ETS1,TYMP
ETS1,YBX3
ETS1,STK38L
ETS1,STAT6
ETS1,TBK1
ETS1,GNS
ETS1,ATP2B1
ETS1,CHST11
ETS1,ALDH2
ETS1,MED13L
ETS1,KDM2B
ETS1,NCOR2
ETS1,PITPNA
ETS1,SLC43A2
ETS1,P2RX1
ETS1,TNFSF13
ETS1,ZSWIM7
ETS1,NCOR1
ETS1,PIGL
ETS1,NLK
ETS1,CPD
ETS1,FBXL20
ETS1,STAT5B
ETS1,STAT3
ETS1,GRN
ETS1,TEX14
ETS1,DCAF7
ETS1,ERN1
ETS1,PRKCA
ETS1,UBE2O
ETS1,SLC16A3
ETS1,C20orf194
ETS1,C20orf27
ETS1,RNF24
ETS1,TASP1
ETS1,ARFGEF2
ETS1,CEBPB
ETS1,CTSZ
ETS1,APBA2
ETS1,CHP1
ETS1,EHD4
ETS1,DMXL2
ETS1,TCF12
ETS1,ANXA2
ETS1,CSNK1G1
ETS1,MAP2K1
ETS1,MYO9A
ETS1,UBE2Q2
ETS1,PDE8A
ETS1,SLCO3A1
ETS1,IGF1R
ETS1,MEF2A
ETS1,CHSY1
ETS1,GZMM
ETS1,RFX2
ETS1,PRAM1
ETS1,MYO1F
ETS1,ZNF490
ETS1,MYO9B
ETS1,USF2
ETS1,BLVRB
ETS1,PLAUR
ETS1,FOSB
ETS1,DHX34
ETS1,AP2A1
ETS1,NKG7
ETS1,HMGCS1
ETS1,HEXB
ETS1,SERINC5
ETS1,ZFYVE16
ETS1,CHD1
ETS1,FER
ETS1,IRF1
ETS1,SIL1
ETS1,CYSTM1
ETS1,CD14
ETS1,ARHGAP26
ETS1,GALNT10
ETS1,DUSP1
ETS1,SFXN1
ETS1,RNF130
ETS1,PFKFB3
ETS1,VIM
ETS1,DNAJC1
ETS1,MAP3K8
ETS1,CCDC7
ETS1,ITGB1
ETS1,RASSF4
ETS1,MAPK8
ETS1,IPMK
ETS1,CCDC6
ETS1,PSAP
ETS1,MICU1
ETS1,P4HA1
ETS1,GLUD1
ETS1,SMC3
ETS1,PDZD8
ETS1,GRK5
ETS1,NRIP1
ETS1,BACH1
ETS1,HLCS
ETS1,HMGN1
ETS1,DHRSX
ETS1,SAT1
ETS1,TMEM164
ETS1,XIAP
ETS1,JAK2
ETS1,GNAQ
ETS1,AGTPBP1
ETS1,NR4A3
ETS1,STRBP
ETS1,PBX3
ETS1,RXRA
ETS1,STX8
ETS1,CD7
ETS1,SVIL
ETS1,BTAF1
ETS1,GBF1
ETS1,ITPRIP
ETS1,TNFRSF10B
ETS1,DOCK5
ETS1,RPRD2
ETS1,POU2F1
ETS1,NLRP3
ETS1,COMMD10
ETS1,PCED1B
ETS1,GPHN
ETS1,RHOB
ETS1,RHOQ
ETS1,CCDC88A
ETS1,ORC2
ETS1,PLEKHM3
ETS1,PCSK5
ETS1,STX17-AS1
ETS1,LILRB3
ETS1,MAGED1
ETS1,TAF1
ETS1,FOXP1
ETS1,BCL6
ETS1,IL1RAP
ETS1,ZNF652
ETS1,TANC2
ETS1,TIMP2
ETS1,RNF125
ETS1,NEDD9
ETS1,PRDM1
ETS1,CTSB
ETS1,ZNF438
ETS1,ZEB1
ETS1,SRGN
ETS1,TCF7L2
ETS1,ABLIM1
ETS1,CHST15
ETS1,FOCAD
ETS1,GCA
ETS1,ITGA6
ETS1,NABP1
ETS1,FAM117B
ETS1,KANSL1L
ETS1,UBE4B
ETS1,IFFO2
ETS1,ODF2L
ETS1,HS2ST1
ETS1,S100A10
ETS1,S100A6
ETS1,S100A4
ETS1,FCER1G
ETS1,RGS2
ETS1,SRGAP2
ETS1,ITPKB
ETS1,SMYD3
ETS1,SNX10
ETS1,JAZF1
ETS1,ATXN7L1
ETS1,MDFIC
ETS1,GABARAPL1
ETS1,DUSP16
ETS1,FGD4
ETS1,TMTC2
ETS1,DUSP6
ETS1,CTSD
ETS1,ACER3
ETS1,PAK1
ETS1,ALOX5AP
ETS1,LGALS3
ETS1,NUMB
ETS1,GPR132
ETS1,IL32
ETS1,MAML3
ETS1,TBC1D9
ETS1,IL15
ETS1,PRMT9
ETS1,ACSL1
ETS1,PAM
ETS1,ADAM19
ETS1,APP
ETS1,MLLT3
ETS1,DDX58
ETS1,AQP3
ETS1,UBAP1
ETS1,BACH2
ETS1,MARCKS
ETS1,PHACTR2
ETS1,UST
ETS1,RBPJ
ETS1,DPYD
ETS1,ZNF516
ETS1,BNIP3L
ETS1,RTN3
ETS1,PDSS2
ETS1,CD44
ETS1,CWC27
ETS1,FBXO34
ETS1,SYNE2
ETS1,SUMF1
ETS1,C9orf72
ETS1,UBE2E2
ETS1,GNA12
ETS1,TIMP1
ETS1,KANK1
ETS1,NFIL3
ETS1,NAF1
ETS1,DTNB
ETS1,TREM1
ETS1,AGPAT4
ETS1,AOAH
ETS1,TYW1B
ETS1,ABHD12
ETS1,RUNX3
ETS1,IFI6
ETS1,PTPN22
ETS1,BCAS2
ETS1,FCGR2A
ETS1,MCU
ETS1,BCAS3
ETS1,KLRK1
ETS1,LRP1
ETS1,DIAPH2
ETS1,CAMK4
ETS1,GRAP2
ETS1,KCNQ1OT1
ETS1,MEGF9
ETS1,TOX
ETS1,SNTB1
ETS1,TFDP2
ETS1,TNFSF10
ETS1,C5AR1
ETS1,NUBPL
ETS1,BCL2A1
ETS1,ATRN
ETS1,ELP4
FLI1,SUPT20H
FLI1,CPB2-AS1
FLI1,KPNA3
FLI1,DLEU2
FLI1,MCPH1
FLI1,MSRA
FLI1,CTSB
FLI1,DOCK5
FLI1,DPYSL2
FLI1,RAB11FIP1
FLI1,TACC1
FLI1,SLC20A2
FLI1,SPIDR
FLI1,CEBPD
FLI1,LYN
FLI1,MYBL1
FLI1,SGK3
FLI1,STAU2
FLI1,KLF10
FLI1,OXR1
FLI1,SERPINB1
FLI1,E2F3
FLI1,HLA-DMA
FLI1,SUPT3H
FLI1,KCNQ5
FLI1,CDK19
FLI1,MCM9
FLI1,MAN1A1
FLI1,SGK1
FLI1,AHI1
FLI1,PLAGL1
FLI1,EZR
FLI1,SOD2
FLI1,PELI2
FLI1,NUMB
FLI1,ZNF410
FLI1,SPTLC2
FLI1,RIN3
FLI1,YY1
FLI1,NRIP1
FLI1,BACH1
FLI1,RUNX1
FLI1,HLCS
FLI1,GNA12
FLI1,ACTB
FLI1,SNX10
FLI1,RABGEF1
FLI1,YWHAG
FLI1,GSAP
FLI1,PTPN12
FLI1,PRKRIP1
FLI1,NAMPT
FLI1,MDFIC
FLI1,CAPZA2
FLI1,TPK1
FLI1,PRKAG2
FLI1,ADAM17
FLI1,UBXN2A
FLI1,MAP4K3
FLI1,RHOQ
FLI1,ACYP2
FLI1,PPP3R1
FLI1,TET3
FLI1,DUSP2
FLI1,TBC1D8
FLI1,LIMS1
FLI1,SPOPL
FLI1,ZEB2
FLI1,GPD2
FLI1,ITGA6
FLI1,PDK1
FLI1,NFE2L2
FLI1,HIBCH
FLI1,STAT1
FLI1,SLC11A1
FLI1,RHBDD1
FLI1,SLC25A33
FLI1,FGR
FLI1,HDAC1
FLI1,SCMH1
FLI1,SLC35D1
FLI1,LRRC8D
FLI1,EVI5
FLI1,FAM102B
FLI1,CD58
FLI1,LPGAT1
FLI1,RPS6KC1
FLI1,DUSP10
FLI1,DISC1
FLI1,CEP170
FLI1,BHLHE40
FLI1,ATG7
FLI1,ANKRD28
FLI1,NR1D2
FLI1,CMTM6
FLI1,LRRFIP2
FLI1,CTNNB1
FLI1,ABHD5
FLI1,ANO10
FLI1,KLHL18
FLI1,TKT
FLI1,NFKBIZ
FLI1,STAG1
FLI1,ATP1B3
FLI1,TIPARP
FLI1,ATP13A3
FLI1,TFRC
FLI1,RNF168
FLI1,TALDO1
FLI1,FTH1
FLI1,GSTP1
FLI1,ARAP1
FLI1,ACER3
FLI1,SESN3
FLI1,LCORL
FLI1,KLHL5
FLI1,REST
FLI1,RUFY3
FLI1,BMP2K
FLI1,FAM13A
FLI1,PDLIM5
FLI1,NFKB1
FLI1,ELF2
FLI1,SNX25
FLI1,TNFSF13
FLI1,SPECC1
FLI1,FAM222B
FLI1,FBXL20
FLI1,RARA
FLI1,STAT5A
FLI1,ARHGAP27
FLI1,ZNF652
FLI1,YPEL2
FLI1,USP32
FLI1,ERN1
FLI1,SLC16A3
FLI1,WDR45B
FLI1,METRNL
FLI1,KLF6
FLI1,PFKFB3
FLI1,DNAJC1
FLI1,SVIL
FLI1,CCDC7
FLI1,ITGB1
FLI1,CCDC6
FLI1,MCU
FLI1,BTAF1
FLI1,ENTPD1-AS1
FLI1,ITPRIP
FLI1,PDZD8
FLI1,GRK5
FLI1,PPM1F
FLI1,PISD
FLI1,EP300
FLI1,SREBF2
FLI1,PLXNB2
FLI1,CTCF
FLI1,ETV6
FLI1,TBK1
FLI1,MDM2
FLI1,DUSP6
FLI1,CRADD
FLI1,SH2B3
FLI1,NCOR2
FLI1,JAK2
FLI1,DCAF10
FLI1,SYK
FLI1,PBX3
FLI1,APBA2
FLI1,SPPL2A
FLI1,ZNF609
FLI1,SIN3A
FLI1,CTSH
FLI1,MCTP2
FLI1,CHSY1
FLI1,GPCPD1
FLI1,TMX4
FLI1,DTD1
FLI1,TGIF2
FLI1,PPP1R16B
FLI1,ARFGEF2
FLI1,CEBPB
FLI1,CTSZ
FLI1,DHRSX
FLI1,AP1S2
FLI1,MTM1
FLI1,EMILIN2
FLI1,LDLRAD4
FLI1,ABHD3
FLI1,MAPRE2
FLI1,PIAS2
FLI1,PHLPP1
FLI1,BCL2
FLI1,PDE4D
FLI1,HEXB
FLI1,SERINC5
FLI1,PAM
FLI1,SIL1
FLI1,RNF130
FLI1,NFIC
FLI1,JUNB
FLI1,IER2
FLI1,MYO9B
FLI1,ZFP36
FLI1,AP2A1
FLI1,IL32
FLI1,XYLT1
FLI1,PYCARD
FLI1,COTL1
FLI1,SLC7A5
FLI1,FOCAD
FLI1,AQP3
FLI1,UBAP1
FLI1,NFIL3
FLI1,INVS
FLI1,DENND1A
FLI1,RXRA
FLI1,XRCC4
FLI1,MEF2C
FLI1,MCTP1
FLI1,CSF1R
FLI1,HRH2
FLI1,PITPNA
FLI1,SLC43A2
FLI1,RAP1GAP2
FLI1,P2RX1
FLI1,POLR2A
FLI1,CD68
FLI1,GAS7
FLI1,TOM1L2
FLI1,KSR1
FLI1,NF1
FLI1,CCL5
FLI1,STAT3
FLI1,SCPEP1
FLI1,VMP1
FLI1,MAP2K6
FLI1,SLC39A11
FLI1,CD300A
FLI1,SMC6
FLI1,DTNB
FLI1,PREPL
FLI1,CAMKMT
FLI1,SRBD1
FLI1,TTC7A
FLI1,WDPCP
FLI1,PLEK
FLI1,MXD1
FLI1,CAPG
FLI1,IL1B
FLI1,MAP3K2
FLI1,MGAT5
FLI1,CXCR4
FLI1,TANK
FLI1,GCA
FLI1,CERS6
FLI1,KLF7
FLI1,LRRFIP1
FLI1,CST7
FLI1,ABHD12
FLI1,SULF2
FLI1,CASS4
FLI1,ATP6V1B2
FLI1,TNFRSF10B
FLI1,SLC25A37
FLI1,PTK2B
FLI1,TPD52
FLI1,SNTB1
FLI1,PVT1
FLI1,ASAP1
FLI1,DENND3
FLI1,SLC2A3
FLI1,CD69
FLI1,FGD4
FLI1,LRRK2
FLI1,PCED1B
FLI1,TESPA1
FLI1,STAT6
FLI1,LRP1
FLI1,PLXNC1
FLI1,LTA4H
FLI1,CHST11
FLI1,KDM2B
FLI1,RILPL2
FLI1,TOM1
FLI1,HMOX1
FLI1,LGALS1
FLI1,GRAP2
FLI1,NFAM1
FLI1,PARVB
FLI1,KIAA0930
FLI1,RAB28
FLI1,FBXL5
FLI1,RBPJ
FLI1,RHOH
FLI1,RBM47
FLI1,CXCL8
FLI1,ANTXR2
FLI1,PLAC8
FLI1,MAML3
FLI1,ACSL1
FLI1,LY86
FLI1,TMEM170B
FLI1,IER3
FLI1,LTB
FLI1,LST1
FLI1,AIF1
FLI1,HLA-DMB
FLI1,FKBP5
FLI1,AKIRIN2
FLI1,UBE2J1
FLI1,FOXO3
FLI1,STX7
FLI1,CITED2
FLI1,UST
FLI1,AGPAT4
FLI1,TIAM1
FLI1,LINC00649
FLI1,RAB31
FLI1,RNF125
FLI1,PMAIP1
FLI1,ZNF516
FLI1,NFATC1
FLI1,GNB5
FLI1,TCF12
FLI1,MAP2K1
FLI1,PPCDC
FLI1,UBE2Q2
FLI1,PEAK1
FLI1,BCL2A1
FLI1,PDE8A
FLI1,SLCO3A1
FLI1,IGF1R
FLI1,MEF2A
FLI1,ALOX5AP
FLI1,ELF1
FLI1,RGCC
FLI1,RCBTB2
FLI1,DLEU1
FLI1,ATP11A
FLI1,RFX2
FLI1,PRAM1
FLI1,MYO1F
FLI1,TYROBP
FLI1,POU2F2
FLI1,PHLDB3
FLI1,C5AR1
FLI1,DHX34
FLI1,IRF3
FLI1,NKG7
FLI1,IFITM2
FLI1,MICAL2
FLI1,PTPRJ
FLI1,RTN3
FLI1,ATG2A
FLI1,NEAT1
FLI1,CHKA
FLI1,FAM168A
FLI1,ARRB1
FLI1,GAB2
FLI1,PICALM
FLI1,CTSC
FLI1,MPZL3
FLI1,UBASH3B
FLI1,ETS1
FLI1,APLP2
FLI1,CNOT10
FLI1,TRAK1
FLI1,ARHGEF3
FLI1,PXK
FLI1,FOXP1
FLI1,LINC00877
FLI1,OSBPL11
FLI1,SKIL
FLI1,TNIK
FLI1,FNDC3B
FLI1,TNFSF10
FLI1,ST6GAL1
FLI1,IL1RAP
FLI1,JAZF1
FLI1,EEPD1
FLI1,AOAH
FLI1,IKZF1
FLI1,AUTS2
FLI1,TYW1B
FLI1,LAT2
FLI1,PHTF2
FLI1,CDK14
FLI1,SLC25A13
FLI1,SMURF1
FLI1,PILRA
FLI1,ORAI2
FLI1,ATXN7L1
FLI1,AHCYL2
FLI1,NRF1
FLI1,TBXAS1
FLI1,PGD
FLI1,TNFRSF1B
FLI1,EFHD2
FLI1,EIF4G3
FLI1,AGO4
FLI1,PDE4B
FLI1,VAV3
FLI1,PTPN22
FLI1,RPRD2
FLI1,S100A11
FLI1,S100A6
FLI1,LMNA
FLI1,FCER1G
FLI1,FCGR2A
FLI1,QSOX1
FLI1,NCF2
FLI1,MIR181A1HG
FLI1,PTPN7
FLI1,ATP2B4
FLI1,ITPKB
FLI1,EFCAB2
FLI1,NLRP3
FLI1,VIM
FLI1,MAP3K8
FLI1,RASSF4
FLI1,ALOX5
FLI1,SRGN
FLI1,MICU1
FLI1,ZMIZ1
FLI1,ENTPD1
FLI1,RRP12
FLI1,TCF7L2
FLI1,ABLIM1
FLI1,CTBP2
FLI1,PTPRE
FLI1,TMSB4X
FLI1,SAT1
FLI1,TAF1
FLI1,DIAPH2
FLI1,NFKBIA
FLI1,SIPA1L1
FLI1,PSEN1
FLI1,FOS
FLI1,GPR132
FLI1,CPNE8
FLI1,TFCP2
FLI1,NR4A1
FLI1,GNS
FLI1,FRS2
FLI1,TMTC2
FLI1,MED13L
FLI1,ARL5B
FLI1,ZNF438
FLI1,MAPK8
FLI1,IPMK
FLI1,PSAP
FLI1,GLUD1
FLI1,CPEB3
FLI1,GZMM
FLI1,CFD
FLI1,ZNF490
FLI1,JUND
FLI1,SIPA1L3
FLI1,RELB
FLI1,FTL
FLI1,FCGRT
FLI1,ARHGEF40
FLI1,MIS18BP1
FLI1,GCH1
FLI1,MAX
FLI1,FUT8
FLI1,GPHN
FLI1,NPC2
FLI1,TTLL5
FLI1,BTBD7
FLI1,CRIP1
FLI1,STX8
FLI1,NCOR1
FLI1,PIGL
FLI1,CPD
FLI1,STAT5B
FLI1,GRN
FLI1,TRIM25
FLI1,TEX14
FLI1,UBE2O
FLI1,CD7
FLI1,PRKX
FLI1,SYAP1
FLI1,PDK3
FLI1,GK
FLI1,ACSL4
FLI1,TMEM164
FLI1,XIAP
FLI1,BASP1
FLI1,SLC38A9
FLI1,ZSWIM6
FLI1,ZFYVE16
FLI1,ATG10
FLI1,FER
FLI1,IRF1
FLI1,CYSTM1
FLI1,ARHGAP26
FLI1,GALNT10
FLI1,DUSP1
FLI1,CPEB4
FLI1,SFXN1
FLI1,ID2
FLI1,LCLAT1
FLI1,HEATR5B
FLI1,PRKD3
FLI1,PRKCE
FLI1,VRK2
FLI1,PELI1
FLI1,ALMS1
FLI1,ST3GAL5
FLI1,EIF2AK3
FLI1,CCDC173
FLI1,UBE2E3
FLI1,STAT4
FLI1,NABP1
FLI1,PLCL1
FLI1,ORC2
FLI1,BMPR2
FLI1,FAM117B
FLI1,CREB1
FLI1,EPHA4
FLI1,ANKMY1
FLI1,FARP2
FLI1,IFNGR2
FLI1,HMGN1
FLI1,AHR
FLI1,SKAP2
FLI1,BBS9
FLI1,URGCP
FLI1,PNPLA8
FLI1,DOCK4
FLI1,ZNF277
FLI1,NEDD9
FLI1,JARID2
FLI1,HSPA1A
FLI1,ANKS1A
FLI1,RUNX2
FLI1,CD2AP
FLI1,CYB5R4
FLI1,BACH2
FLI1,PDSS2
FLI1,DSE
FLI1,PHACTR2
FLI1,ZC3H12D
FLI1,SYNE1
FLI1,QKI
FLI1,ISG15
FLI1,KIF1B
FLI1,IFFO2
FLI1,IFI6
FLI1,EYA3
FLI1,PHACTR4
FLI1,CSF3R
FLI1,HIVEP3
FLI1,JUN
FLI1,GTF2B
FLI1,CDC14A
FLI1,S100A10
FLI1,POU2F1
FLI1,KLHL20
FLI1,RALGPS2
FLI1,DSTYK
FLI1,MAPKAPK2
FLI1,ATF3
FLI1,FBXO28
FLI1,LYST
FLI1,TMEM41B
FLI1,CTSW
FLI1,FCHSD2
FLI1,RAB6A
FLI1,PAK1
FLI1,PRCP
FLI1,TMEM135
FLI1,CHMP1B
FLI1,GALNT1
FLI1,CPEB2
FLI1,SEC24D
FLI1,SCLT1
FLI1,TBC1D9
FLI1,PRMT9
FLI1,C20orf194
FLI1,C20orf27
FLI1,TASP1
FLI1,CDK8
FLI1,SLC7A1
FLI1,HSPH1
FLI1,WDFY2
FLI1,DOCK9
FLI1,ATF7IP2
FLI1,CDR2
FLI1,MAZ
FLI1,MT2A
FLI1,CBFB
FLI1,TANGO6
FLI1,ZFHX3
FLI1,HSBP1
FLI1,ASAH1
FLI1,AP3M2
FLI1,RIPK2
FLI1,STK3
FLI1,RAD21
FLI1,EXT1
FLI1,FBXO32
FLI1,NSMCE2
FLI1,HSF1
FLI1,CHP1
FLI1,PATL2
FLI1,ANXA2
FLI1,CSNK1G1
FLI1,MYO9A
FLI1,AP3S2
FLI1,ZNF710
FLI1,BID
FLI1,LIMK2
FLI1,SCO2
FLI1,TYMP
FLI1,MTAP
FLI1,GLIPR2
FLI1,GNAQ
FLI1,NR4A3
FLI1,STX17-AS1
FLI1,STRBP
FLI1,PPP6C
FLI1,ABL1
FLI1,NR2C2
FLI1,SATB1-AS1
FLI1,CMC1
FLI1,OXSR1
FLI1,SFMBT1
FLI1,PLSCR1
FLI1,TSC22D2
FLI1,TBL1XR1
FLI1,BCL6
FLI1,WDFY1
FLI1,GBE1
FLI1,CPQ
FLI1,MTSS1
FLI1,NIPAL3
FLI1,ADAMTSL4-AS1
FLI1,HIPK3
FLI1,TIMP2
FLI1,USF2
FLI1,WWOX
FLI1,BAZ2B
FLI1,KANSL1L
FLI1,PSTPIP2
FLI1,C9orf72
FLI1,DDX58
FLI1,ANXA1
FLI1,PRDM1
FLI1,SCML4
FLI1,DENND5A
FLI1,SBF2
FLI1,PDE3B
FLI1,SPI1
FLI1,MPEG1
FLI1,BIRC3
FLI1,IFI30
FLI1,PLAUR
FLI1,FOSB
FLI1,CDK6
FLI1,RIN2
FLI1,FHIT
FLI1,SIDT1
FLI1,TFDP2
FLI1,CCR7
FLI1,SKAP1
FLI1,BCAS3
FLI1,S100Z
FLI1,FRY
FLI1,GATA3
FLI1,ZEB1
FLI1,ANK3
FLI1,SUFU
FLI1,YBX3
FLI1,TIMP1
FLI1,SYNE2
FLI1,APP
FLI1,MX2
FLI1,RNF19B
FLI1,NFIA
FLI1,HS2ST1
FLI1,DPYD
FLI1,S100A4
FLI1,CD55
FLI1,ZNF124
FLI1,BNIP3L
FLI1,TOX
FLI1,SEL1L3
FLI1,RASGEF1B
FLI1,EIF4E
FLI1,ANXA5
FLI1,NR3C2
FLI1,NEK1
FLI1,KLF3
FLI1,LEF1
FLI1,IL15
FLI1,FNIP2
FLI1,CD247
FLI1,SMYD3
FLI1,LILRB3
FLI1,KIAA1328
FLI1,SUMF1
FLI1,PPM1L
FLI1,FGD2
FLI1,RHOB
FLI1,RBKS
FLI1,LBH
FLI1,GTDC1
FLI1,RCOR1
FLI1,CD226
FLI1,CASK
FLI1,CFP
FLI1,MAGED1
FLI1,CREBBP
FLI1,CPPED1
FLI1,ZSWIM7
FLI1,LGALS9
FLI1,PRKCA
FLI1,ATRN
FLI1,RNF24
FLI1,PLCB1
FLI1,MANBA
FLI1,TET2
FLI1,SPATA5
FLI1,SLC10A7
FLI1,ARHGAP10
FLI1,UBE2D1
FLI1,P4HA1
FLI1,GBF1
FLI1,MXI1
FLI1,CHST15
FLI1,SERPINB9
FLI1,KIF13A
FLI1,MARCKS
FLI1,SAMD3
FLI1,TNFAIP3
FLI1,STX11
FLI1,MAP3K4
FLI1,NUBPL
FLI1,LGALS3
FLI1,FBXO34
FLI1,KIAA0586
FLI1,DAAM1
FLI1,HIF1A
FLI1,RAD51B
FLI1,BCL11B
FLI1,KCNQ1OT1
FLI1,PHF21A
FLI1,GLCCI1
FLI1,CREB5
FLI1,CUX1
FLI1,CSGALNACT1
FLI1,WRN
FLI1,NCALD
FLI1,TRPS1
FLI1,DUSP16
FLI1,IRAK3
FLI1,ATP2B1
FLI1,ALDH2
FLI1,BRD4
FLI1,CRTC1
FLI1,ZNF331
FLI1,UBE2E2
FLI1,LRIG1
FLI1,UBE4B
FLI1,ODF2L
FLI1,TGFBR3
FLI1,WDR47
FLI1,BCAS2
FLI1,TRIO
FLI1,CWC27
FLI1,CHD1
FLI1,ST8SIA4
FLI1,CAMK4
FLI1,CD14
FLI1,CLYBL
FLI1,TNFSF13B
FLI1,KANK1
FLI1,PCSK5
FLI1,AGTPBP1
FLI1,TNFSF8
FLI1,MEGF9
FLI1,CCDC88A
FLI1,COMMD1
FLI1,EHBP1
FLI1,VPS54
FLI1,R3HDM1
FLI1,ATF2
FLI1,PLEKHM3
FLI1,TC2N
FLI1,ATXN3
FLI1,ARSB
FLI1,RASGRF2
FLI1,SESTD1
FLI1,CD44
FLI1,PRKCQ
FLI1,PRKCQ-AS1
FLI1,CMSS1
FLI1,USP53
FOS,SLC43A2
FOS,TOM1L2
FOS,NLK
FOS,FAM222B
FOS,STAT3
FOS,GRN
FOS,YPEL2
FOS,BCAS3
FOS,DCAF7
FOS,RFX2
FOS,FOSB
FOS,FTL
FOS,AP2A1
FOS,MEGF9
FOS,ABL1
FOS,FUT8
FOS,RAD51B
FOS,NUMB
FOS,NPC2
FOS,TTLL5
FOS,WRN
FOS,AP3M2
FOS,TOM1
FOS,HLA-DMA
FOS,FKBP5
FOS,SOD2
FOS,KLF6
FOS,GBF1
FOS,SUFU
FOS,MXI1
FOS,KIF1B
FOS,NIPAL3
FOS,HDAC1
FOS,SRGAP2
FOS,DUSP10
FOS,ELF2
FOS,CDR2
FOS,COTL1
FOS,CTSD
FOS,KCNQ1OT1
FOS,ATG2A
FOS,ARAP1
FOS,RAB6A
FOS,SESN3
FOS,NDUFAF2
FOS,FER
FOS,CD74
FOS,OXSR1
FOS,FHIT
FOS,ID2
FOS,RHOQ
FOS,MXD1
FOS,EIF2AK3
FOS,KLF7
FOS,GNA12
FOS,GLCCI1
FOS,PHTF2
FOS,EHD4
FOS,PATL2
FOXP1,FGD4
FOXP1,STAT6
FOXP1,MDM2
FOXP1,TYMP
FOXP1,RIN2
FOXP1,GAB2
FOXP1,SGK3
FOXP1,STK3
FOXP1,VMP1
FOXP1,PRKRIP1
FOXP1,CAPZA2
FOXP1,ID2
FOXP1,TANK
FOXP1,PAM
FOXP1,ARHGAP26
FOXP1,ATP1B3
FOXP1,LINC00649
FOXP1,NFIA
FOXP1,PRDM1
FOXP1,CITED2
FOXP1,ELF1
FOXP1,RHOH
FOXP1,ANTXR2
FOXP1,PLAC8
FOXP1,ELF2
FOXP1,PHLPP1
FOXP1,BCL2
FOXP1,ZNF516
FOXP1,JARID2
FOXP1,PLAGL1
FOXP1,UST
FOXP1,SOD2
FOXP1,MAP3K4
FOXP1,PTPN12
FOXP1,CUX1
FOXP1,ORAI2
FOXP1,ATXN7L1
FOXP1,NAMPT
FOXP1,MDFIC
FOXP1,ISG15
FOXP1,HIVEP3
FOXP1,ADAMTSL4-AS1
FOXP1,POU2F1
FOXP1,ATP2B4
FOXP1,CD55
FOXP1,ATF3
FOXP1,DUSP10
FOXP1,ELL2
FOXP1,CHD1
FOXP1,ADAM19
FOXP1,CPEB4
FOXP1,NRIP1
FOXP1,BACH1
FOXP1,RUNX1
FOXP1,SPI1
FOXP1,PICALM
FOXP1,BIRC3
FOXP1,ETS1
FOXP1,TMX4
FOXP1,SAT1
FOXP1,PEAK1
FOXP1,NUBPL
FOXP1,MIS18BP1
FOXP1,KIAA0586
FOXP1,DAAM1
FOXP1,SIPA1L1
FOXP1,CEP128
FOXP1,ANKRD28
FOXP1,TRAK1
FOXP1,ARHGEF3
FOXP1,LRIG1
FOXP1,NFKBIZ
FOXP1,SKIL
FOXP1,TBL1XR1
FOXP1,ST6GAL1
FOXP1,BCL6
FOXP1,ETV6
FOXP1,DUSP16
FOXP1,PCED1B
FOXP1,CRADD
FOXP1,PLXNC1
FOXP1,SH2B3
FOXP1,ALDH2
FOXP1,KANK1
FOXP1,C9orf72
FOXP1,GLIPR2
FOXP1,MEGF9
FOXP1,CFD
FOXP1,BRD4
FOXP1,MYO9B
FOXP1,C5AR1
FOXP1,DHX34
FOXP1,KLF6
FOXP1,RRP12
FOXP1,SMC6
FOXP1,DTNB
FOXP1,LBH
FOXP1,PRKD3
FOXP1,MAP4K3
FOXP1,TTC7A
FOXP1,VRK2
FOXP1,CXCR4
FOXP1,SPOPL
FOXP1,GTDC1
FOXP1,ZEB2
FOXP1,FAM117B
FOXP1,RHBDD1
FOXP1,TACC1
FOXP1,SPIDR
FOXP1,LYN
FOXP1,TPD52
FOXP1,RIPK2
FOXP1,OXR1
FOXP1,TOM1L2
FOXP1,NF1
FOXP1,RARA
FOXP1,STAT3
FOXP1,YPEL2
FOXP1,BCAS3
FOXP1,ERN1
FOXP1,CD300A
FOXP1,RBPJ
FOXP1,RBM47
FOXP1,RUFY3
FOXP1,BMP2K
FOXP1,RASGEF1B
FOXP1,ANXA5
FOXP1,EIF4E
FOXP1,MANBA
FOXP1,ARHGAP10
FOXP1,DLEU1
FOXP1,ANK3
FOXP1,TEX14
FOXP1,EYA3
FOXP1,PDE4B
FOXP1,TGFBR3
FOXP1,MAPKAPK2
FOXP1,SLC25A13
FOXP1,WDFY1
FOXP1,NEDD9
FOXP1,ASAP1
FOXP1,HLA-DRA
FOXP1,RILPL2
FOXP1,CD226
FOXP1,PATL2
FOXP1,SP140
GATA3,RAB31
GATA3,MAPRE2
GATA3,PSTPIP2
GATA3,RFX2
GATA3,BRD4
